[MindSPONGE] Step: 850, E_pot: -5951.832, E_kin: 10117.349, E_tot: 4165.5166, Temperature: 320.89594, Time: 76.23ms
[MindSPONGE] Step: 860, E_pot: -5847.709, E_kin: 9987.6, E_tot: 4139.8906, Temperature: 316.78064, Time: 77.24ms
[MindSPONGE] Step: 870, E_pot: -6113.4766, E_kin: 10137.023, E_tot: 4023.5469, Temperature: 321.51996, Time: 76.69ms
[MindSPONGE] Step: 880, E_pot: -6108.5273, E_kin: 10121.737, E_tot: 4013.21, Temperature: 321.03513, Time: 76.55ms
[MindSPONGE] Step: 890, E_pot: -6057.047, E_kin: 10108.316, E_tot: 4051.2695, Temperature: 320.60944, Time: 80.45ms
[MindSPONGE] Step: 900, E_pot: -6109.0977, E_kin: 10177.363, E_tot: 4068.2656, Temperature: 322.79947, Time: 79.04ms
[MindSPONGE] Step: 910, E_pot: -6021.7227, E_kin: 10035.732, E_tot: 4014.0098, Temperature: 318.30728, Time: 84.24ms
[MindSPONGE] Step: 920, E_pot: -6133.4277, E_kin: 10147.33, E_tot: 4013.9023, Temperature: 321.84686, Time: 84.44ms
[MindSPONGE] Step: 930, E_pot: -6024.1914, E_kin: 10018.163, E_tot: 3993.9717, Temperature: 317.75003, Time: 87.34ms
[MindSPONGE] Step: 940, E_pot: -6124.043, E_kin: 10114.181, E_tot: 3990.1377, Temperature: 320.79547, Time: 84.56ms
[MindSPONGE] Step: 950, E_pot: -6198.7207, E_kin: 10141.665, E_tot: 3942.9443, Temperature: 321.66718, Time: 86.89ms
[MindSPONGE] Step: 960, E_pot: -6097.8125, E_kin: 10059.824, E_tot: 3962.0117, Temperature: 319.0714, Time: 90.10ms
[MindSPONGE] Step: 970, E_pot: -5995.203, E_kin: 9962.327, E_tot: 3967.124, Temperature: 315.97906, Time: 90.63ms
[MindSPONGE] Step: 980, E_pot: -6194.164, E_kin: 10087.73, E_tot: 3893.5664, Temperature: 319.9565, Time: 93.02ms
[MindSPONGE] Step: 990, E_pot: -6163.793, E_kin: 10047.7705, E_tot: 3883.9775, Temperature: 318.6891, Time: 91.49ms
[MindSPONGE] Step: 1000, E_pot: -6058.746, E_kin: 9938.469, E_tot: 3879.7227, Temperature: 315.22232, Time: 95.80ms
[MindSPONGE] Step: 1010, E_pot: -6089.4336, E_kin: 10039.977, E_tot: 3950.543, Temperature: 318.4419, Time: 97.03ms
[MindSPONGE] Step: 1020, E_pot: -6071.3438, E_kin: 10076.638, E_tot: 4005.294, Temperature: 319.6047, Time: 95.26ms
[MindSPONGE] Step: 1030, E_pot: -6307.84, E_kin: 10239.121, E_tot: 3931.2812, Temperature: 324.75824, Time: 99.23ms
[MindSPONGE] Step: 1040, E_pot: -6380.086, E_kin: 10247.506, E_tot: 3867.42, Temperature: 325.0242, Time: 101.01ms
[MindSPONGE] Step: 1050, E_pot: -6122.508, E_kin: 9970.514, E_tot: 3848.0059, Temperature: 316.2387, Time: 100.22ms
[MindSPONGE] Step: 1060, E_pot: -6124.3906, E_kin: 9984.225, E_tot: 3859.834, Temperature: 316.67358, Time: 100.73ms
[MindSPONGE] Step: 1070, E_pot: -6149.084, E_kin: 10082.598, E_tot: 3933.5137, Temperature: 319.79373, Time: 102.96ms
[MindSPONGE] Step: 1080, E_pot: -5922.8984, E_kin: 9943.795, E_tot: 4020.8965, Temperature: 315.39127, Time: 103.03ms
[MindSPONGE] Step: 1090, E_pot: -6269.7266, E_kin: 10279.04, E_tot: 4009.3135, Temperature: 326.02435, Time: 106.98ms
[MindSPONGE] Step: 1100, E_pot: -6138.674, E_kin: 10109.997, E_tot: 3971.3232, Temperature: 320.66275, Time: 106.29ms
[MindSPONGE] Step: 1110, E_pot: -6226.5938, E_kin: 10214.851, E_tot: 3988.2568, Temperature: 323.98843, Time: 107.69ms
[MindSPONGE] Step: 1120, E_pot: -6113.4023, E_kin: 10037.2705, E_tot: 3923.8682, Temperature: 318.35608, Time: 109.72ms
[MindSPONGE] Step: 1130, E_pot: -5965.4297, E_kin: 10014.363, E_tot: 4048.9336, Temperature: 317.6295, Time: 111.17ms
[MindSPONGE] Step: 1140, E_pot: -6029.328, E_kin: 10112.259, E_tot: 4082.9307, Temperature: 320.7345, Time: 113.57ms
[MindSPONGE] Step: 1150, E_pot: -6243.3125, E_kin: 10254.211, E_tot: 4010.8984, Temperature: 325.23685, Time: 114.20ms
[MindSPONGE] Step: 1160, E_pot: -6259.3555, E_kin: 10286.396, E_tot: 4027.041, Temperature: 326.2577, Time: 113.53ms
[MindSPONGE] Step: 1170, E_pot: -6336.205, E_kin: 10363.656, E_tot: 4027.4512, Temperature: 328.70816, Time: 116.86ms
[MindSPONGE] Step: 1180, E_pot: -6231.5645, E_kin: 10144.627, E_tot: 3913.0625, Temperature: 321.76114, Time: 117.49ms
[MindSPONGE] Step: 1190, E_pot: -6003.9688, E_kin: 9899.19, E_tot: 3895.2217, Temperature: 313.97653, Time: 119.38ms
[MindSPONGE] Step: 1200, E_pot: -6011.842, E_kin: 9903.261, E_tot: 3891.419, Temperature: 314.10562, Time: 120.62ms
[MindSPONGE] Step: 1210, E_pot: -6479.832, E_kin: 10314.537, E_tot: 3834.705, Temperature: 327.15024, Time: 125.39ms
[MindSPONGE] Step: 1220, E_pot: -6702.676, E_kin: 10403.013, E_tot: 3700.337, Temperature: 329.95645, Time: 125.61ms
[MindSPONGE] Step: 1230, E_pot: -6469.213, E_kin: 10091.903, E_tot: 3622.6904, Temperature: 320.08887, Time: 125.52ms
[MindSPONGE] Step: 1240, E_pot: -6245.199, E_kin: 9863.11, E_tot: 3617.9111, Temperature: 312.83218, Time: 128.02ms
[MindSPONGE] Step: 1250, E_pot: -6239.797, E_kin: 9834.915, E_tot: 3595.1182, Temperature: 311.93787, Time: 130.98ms
[MindSPONGE] Step: 1260, E_pot: -6340.1406, E_kin: 9923.091, E_tot: 3582.9502, Temperature: 314.7346, Time: 131.59ms
[MindSPONGE] Step: 1270, E_pot: -6218.8164, E_kin: 9754.086, E_tot: 3535.2695, Temperature: 309.37418, Time: 133.24ms
[MindSPONGE] Step: 1280, E_pot: -6265.8906, E_kin: 9849.986, E_tot: 3584.0957, Temperature: 312.4159, Time: 52.75ms
[MindSPONGE] Step: 1290, E_pot: -6397.4863, E_kin: 9950.967, E_tot: 3553.4805, Temperature: 315.61874, Time: 56.70ms
[MindSPONGE] Step: 1300, E_pot: -6414.547, E_kin: 9910.154, E_tot: 3495.6074, Temperature: 314.32428, Time: 57.91ms
[MindSPONGE] Step: 1310, E_pot: -6374.0117, E_kin: 9908.835, E_tot: 3534.8232, Temperature: 314.2824, Time: 58.43ms
[MindSPONGE] Step: 1320, E_pot: -6436.75, E_kin: 10006.287, E_tot: 3569.537, Temperature: 317.37335, Time: 59.33ms
[MindSPONGE] Step: 1330, E_pot: -6319.869, E_kin: 9846.359, E_tot: 3526.4902, Temperature: 312.30084, Time: 60.37ms
[MindSPONGE] Step: 1340, E_pot: -6439.5625, E_kin: 9905.508, E_tot: 3465.9453, Temperature: 314.17688, Time: 61.48ms
